RefId,Title,Component Dates,Component Access Restricton,Component Notes,Ancestor,Ancestor Access Restriction,Ancestor Notes,Parent Collection,Finding Aid Title,Resource ID,Resource Dates,Resource Access Restriction,Resource Use Restriction
98aa82b73fdf4a8bb82ccdb71702d309,Museums - Museum of Modern Art (MoMA) - Directors - Rene d'Harnoncourt,1970,,"His work with UNESCO. Museum organization, selection of staff and directors. NAR's comments on his activities. Museum shows. Purchases of art. His suggestions for NAR art at Kykuit. (Includes plan of gardens.) His doodles. His death, tributes.  ",,,,Nelson A. Rockefeller personal papers,"Projects, Series L",FA348,1971,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Material in the Rockefeller family collections that provides the names, correspondence, or activities of living members of the Rockefeller family, and/or documents the net wealth of any Rockefeller family members, is restricted. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","RAC users must abide by all applicable provisions of U.S. copyright law. Reproduction/duplication of archival items is routinely provided in accordance with ""fair use."" If the RAC does not hold copyright for an archival collection or items within a collection, it is the user's responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication.  "
986cb95fb30844f48b36ac35646241b6,(Fellowships - Humanities and Arts),1947,,,"International - Fellowships, Scholarships, Training Awards (subseries)",,"Material, mostly 1947-1965, relating to projects originated by international organizations or involving more than one country. This includes the Villa Serbelloni conferences and symposia.",Rockefeller Foundation records,"projects, SG 1.2, Series 100 International - Series 253 Washing",FA387a,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary.   Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.",
97d20568638273ea844905ec5b020910,"Chabet, Roberto, Institute of International Educaiton (IIE), B-6837, DF-68102",1968,,,Philippines (subseries),,,Asian Cultural Council records,"Grants, RG 5",FA1403,2007,"Records are open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact a RAC archivist.","RAC has legal title, copyright and literary rights to the collection in so far as it holds them."
97b60d17848349afb83a6f325d15738a,Correspondence,1935,,,,,,Jackson Davis papers,,FA035,1947,"Open for research. Brittle or damaged items are available at the discretion of RAC. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","RAC users must abide by all applicable provisions of United States copyright law.  Reproduction/duplication of archival items is routinely provided in accordance with ""fair use.""  If the RAC does not hold copyright for an archival collection, or items within a collection, it is the user’s responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication."
9788818da16849cd9afd6a86f7445fc4,AIA - Brazil,1959,,"Personnel activity reports, progress. Brazilian conditions. Spread of programs in Brazil. Purcell - Aldrich correspondence investments in Brazil. IBEC related items. Correspondents include NAR, John Camp, Harry Bagley, R. Aldrich, Robert W. Purcell.",,,,Nelson A. Rockefeller personal papers,"IA-IBEC, Series B",FA339,1971,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Material in the Rockefeller family collections that provides the names, correspondence, or activities of living members of the Rockefeller family, and/or documents the net wealth of any Rockefeller family members, is restricted. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","RAC users must abide by all applicable provisions of U.S. copyright law. Reproduction/duplication of archival items is routinely provided in accordance with ""fair use."" If the RAC does not hold copyright for an archival collection or items within a collection, it is the user's responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication."
9758c2bade3744caa2c48d5cc373323e,"Mexico - Hookworm, Preliminary Annual Report, 1925",1925,,,Routine Reports - Mexico - Hookworm (subseries),,,Rockefeller Foundation records,"International Health Board/Division records, RG 5",FA115,1964,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.",
973985fef9304c7dbb50d548d2572ccf,American Council on Education - Rufus Stimson,1944,,Study of vocational education in agriculture.  ,Appropriations - Southern Secondary and Elementary Education (subseries),,"Subseries 3, Southern Secondary and Elementary Education, concerns mainly later programs of the General Education Board, the program in General Education beginning in 1933, and the New Southern Program in 1940. These files are mainly appropriations to universities and colleges and educational organizations for the support of projects in a wide variety of fields of educational interest.  ",General Education Board records,,FA058,1969,Open for research with select materials restricted are noted. Brittle or damaged items are available at the discretion of RAC.,"RAC users must abide by all applicable provisions of United States copyright law.  Reproduction/duplication of archival items is routinely provided in accordance with ""fair use.""  If the RAC does not hold copyright for an archival collection, or items within a collection, it is the user’s responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication."
9710b30ad3904034af76723b5cd336e4,Johns Hopkins University - Chemistry - Historical Record,1935,,,United States - Natural Sciences and Agriculture (subseries),,"The Foundation's program in natural sciences developed from the old programs of the IEB and GEB. Under the direction of Wickliffe Rose, those organizations emphasized mathematics, physics, and chemistry. After a trial period, 1929-1932, during which the natural sciences division had five directors or acting directors, Warren Weaver was appointed director, remaining until 1951. A new program was developed, at first called ""vital processes,"" later ""modern experimental biology,"" to meet the desire of the Trustees for a people-oriented program based on the idea that the natural sciences were essential to medicine. The programs in medical science and natural science were intended to be complementary.   This group of files contains material mostly from the 1930's and 40' relating to research projects in subjects such as biophysics, biochemistry, genetics and physiology. A number of European refugee scholars were aided under this program. The application of physical and chemical techniques to biology, genetics and nutrition was of special interest. There are no files relating to agriculture in this subseries.",Rockefeller Foundation records,"projects, SG 1.1, Series 100 International - Series 257 Virgin Islands, U.S.A.",FA386a,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact a RAC archivist.",
96df770689804baeaa3f6fc1fa22b8c0,University of Toronto - Child Study,1940,,,Canada - Social Sciences (subseries),,"The first Foundation grant to Canada was as part of a relief effort in Newfoundland (1914). As part of regular program oriented support, the Foundation supported various medical and public health projects, especially between 1920 and 1950. Dalhousie and McGill University, the Universities of Manitoba and Montreal, and various Provincial governments were the main beneficiaries of the Foundation's interests in these areas.   In the humanities, the Foundation gave grants for folklore studies, library surveys, and drama, mainly in the 1940's. Support for the social sciences came mainly through grants and fellowships administered by the Canadian social Science Research Council (1940-1957) and various universities.",Rockefeller Foundation records,"projects, SG 1.1, Series 300 Latin America - Series 833 Leb",FA386b,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact a RAC archivist.",
96a95f710fca09b956a587dc84118c57,"Lin, Hwai-Min, EC-7868, DF-7890",1978,,,China (subseries),,,Asian Cultural Council records,"Grants, RG 5",FA1403,2007,"Records are open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact a RAC archivist.","RAC has legal title, copyright and literary rights to the collection in so far as it holds them."
966e09dabfa2161f7c2b61319b606d29,"61-581, Chulalongkorn University, Equipment-Neurosurgery",1964,,,Fellowships and Grants (series),,,China Medical Board records,"Accession 2014:022, SG 1",FA1292,2002,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.",
96652371a2af4e608b33b4d6505707a9,"""The Ford Foundation's International Human Rights Program: A History and an Agenda"" by Margo Picken",1995,,,Reports (series),,"This series contains reports by consultants and Ford program staff. A number of the reports were created before Ms. McClymont joined the Foundation in 1988. Topics include legal reform and human rights work in Latin America. A few reports pertain to democratization and human rights in Chile. Other reports discuss legal reform in Vietnam, citizenship in Brazil, and university law clinics in South America. This series also holds several reports on trips to Sri Lanka, Latin America, and Russia, the Czech Republic and Poland.",Ford Foundation records,"Peace and Social Justice Program (PSJ), Vice President, Office Files of Mary E. McClym",FA594,2008,"Records more than 10 years old are open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","Completion of a use agreement is required prior to providing scholarly access. See RAC Head of Reference (or applicable designee) for details. Ford Foundation holds title, copyright and literary rights in the collection, in so far as it holds them. The Rockefeller Archive Center has authority to grant permission to cite and publish material from the collection for scholarly purposes. Permission to publish extensive excerpts, or material in its entirety, will be referred to the Ford Foundation.  "
95d13d49a710405e8b2d01e29aa66742,A. H. Lichty - Reports on Companies,1926,,"Hired by John D. Rockefeller, Jr. to survey industrial relations departments in several companies. Later hired by Colorado Fuel &amp; Iron as Vice President in charge of Industrial Relations. Improved conditions at Colorado Fuel &amp; Iron, 1920-1925. Fired by J. F. Welborn, 1926. Correspondents include A. H. Lichty, John D. Rockefeller, Jr., J. F. Welborn.  ",,,,Office of the Messrs. Rockefeller records,"Economic Reform Interests, Series F",FA315,1961,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Material in the Rockefeller family collections that provides the names, correspondence, or activities of living members of the Rockefeller family, and/or documents the net wealth of any Rockefeller family members, is restricted. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","RAC users must abide by all applicable provisions of United States copyright law. Reproduction/duplication of archival items is routinely provided in accordance with ""fair use."" If the RAC does not hold copyright for an archival collection, or items within a collection, it is the user’s responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication.  "
95aa552bba67425ca00854333a71fd3b,Monetary Economics,1967,,,Committee Projects - Economic Stability and Growth (subseries),,,Social Science Research Council records,Group 1 and Record Group 2,FA021,1990,Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC.,Completion of a use agreement is required prior to providing scholarly access. See RAC Head of Reference (or applicable designee) for details.
9596c7d8b7024962a716f239a76dc9ac,"Columbia University - Brain Surgery - (Mettler, Frederick A.)",1950,,,United States - Medical Sciences (subseries),,"Most of the records in this subseries date from the 1950's and 1960's. Among the institutions which received a number of grants from the Foundation were Columbia, Harvard, Johns Hopkins University, Tulane, University of California and Yale. Fields which the Foundation supported reasonably heavily included psychiatry and neurology and genetics and population control. In addition, emphasis was placed on problems in American and international medical education and curriculum development. Some grants were also given for programs relating to community medicine.",Rockefeller Foundation records,"projects, SG 1.2, Series 100 International - Series 253 Washing",FA387a,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary.   Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.",
9579ba52193f41b1a1dc6e8eaf95e95e,"Steingut, Stanley",1972,,"Tax bill, flood relief.  ",,,,Nelson A. Rockefeller personal papers,"C. Whitman - Politics, Series P",FA351,1973,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Material in the Rockefeller family collections that provides the names, correspondence, or activities of living members of the Rockefeller family, and/or documents the net wealth of any Rockefeller family members, is restricted. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","RAC users must abide by all applicable provisions of U.S. copyright law. Reproduction/duplication of archival items is routinely provided in accordance with ""fair use."" If the RAC does not hold copyright for an archival collection or items within a collection, it is the user's responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication.  "
94fcccf465954198a77fc23e269df1e3,"Adams, Sherman",,,,,,,Nelson A. Rockefeller personal papers,"Family and Friends, Series H",FA343,1973,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Material in the Rockefeller family collections that provides the names, correspondence, or activities of living members of the Rockefeller family, and/or documents the net wealth of any Rockefeller family members, is restricted. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","RAC users must abide by all applicable provisions of U.S. copyright law. Reproduction/duplication of archival items is routinely provided in accordance with ""fair use."" If the RAC does not hold copyright for an archival collection or items within a collection, it is the user's responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication."
94e1a32df3d846b0987accfe254092c0,International House - Tokyo,,,"ceremony, celebration, building interiors, exteriors,  ",Japan (including Ryukyu Islands) (series),,,Rockefeller Foundation records,"photographs, series 100-1000",FA003,1980,Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC.,
94a9865034f8430bb4efe857825c4012,"Friends and Relations - Byrd, Richard E.",1960,,"Friendship; John D. Rockefeller, Jr.'s personal gifts to him; annual gifts of apples from Byrd. Granite from Rockefeller Mountains in Antarctica.  ",Friends and Relations (otherlevel),,,Office of the Messrs. Rockefeller records,"Friends and Services, Series H",FA317,1961,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Material in the Rockefeller family collections that provides the names, correspondence, or activities of living members of the Rockefeller family, and/or documents the net wealth of any Rockefeller family members, is restricted. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","RAC users must abide by all applicable provisions of United States copyright law. Reproduction/duplication of archival items is routinely provided in accordance with ""fair use."" If the RAC does not hold copyright for an archival collection, or items within a collection, it is the user’s responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication.  "
944b8f1ca4734a6bbb9eba21a7e7a2c1,United Nations International School,1972,,,Subject Files (series),,"The Subject Files series contains the topical subject files, documenting some of the issues and activities with which the Foundation was involved during the 1970s. The lesser documented topics include the Foundation’s involvement with a few grantees, such as the New York Public Library, the Travel Program for Foreign Diplomats, and the United Nations International School. The series is dominated, however, by the topics of affirmative action and retrenchment of the Foundation's expenses. This is a reflection of the importance that Ivy's supervisor, Arthur Trottenberg, attached to these two issues.    Affirmative action became a significant social movement in the 1970s. To keep with the times, the Foundation fully embraced the new movement in a number of ways. For example, the Foundation restructured its staff in order to move women and minorities from ""support"" positions into ""professional"" positions. Ford also sought to hire women and minorities from outside the Foundation, to serve as both Foundation employees and contracted consultants. In addition to exercising affirmative action internally, the Foundation began an external affirmative action program, placing a high priority on selecting grantees whose projects emphasized the realization of equal opportunity for women and minorities. The affirmative action folders in the Subject Files series document the Foundation's creation of, and adherence to, affirmative action policies. For more information on the Foundation's affirmative action programs, researchers can refer to the Trottenberg collection.  Another significant issue for the Foundation during this period in Ivy’s tenure was the retrenchment of the Foundation’s expenses. Trottenberg was involved extensively with the Foundation's retrenchment program, so it is not surprising that this issue comprises the majority of Ivy's Subject Files series. The latter half of the 1970s was marked by a period of severe reduction of the Foundation's general management costs and program budgets. Originally, the Foundation initiated financial reductions to promote longevity of the Foundation's assets, but the bad economies of 1973 and 1974 compounded the need for retrenchment. Severe budget cuts were required to maintain the Foundation’s stability. Thus, Ford launched a Foundation-wide retrenchment program, which affected all areas of spending – from reducing the size and number of grants awarded to terminating the employment of a number of staff members. The retrenchment folders in the Subject Files series document the Foundation's plans and projections associated with this retrenchment of expenses. For more information on the Foundation's period of retrenchment, researchers can refer to the Trottenberg collection.",Ford Foundation records,"Office of the Vice President, Logistical Services, Office Files of James T. Ivy",FA668,1980,"Records more than 10 years old are open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC.   Completion of a use agreement is required prior to providing scholarly access. See RAC Head of Reference (or applicable designee) for details.   Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","Ford Foundation holds title, copyright and literary rights in the collection, in so far as it holds them.  The Rockefeller Archive Center has authority to grant permission to cite and publish material from the collection for scholarly purposes. Permission to publish extensive excerpts, or material in its entirety, will be referred to the Ford Foundation."
940ddd8cf7e64a98b02d3c0f66602b78,Setting and Costs,1956,,"Bills, correspondence, plans for window, drawing of window design.  ",Matisse Rose Window (otherlevel),,,Nelson A. Rockefeller personal papers,"tivities, Seri",FA338,1979,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Material in the Rockefeller family collections that provides the names, correspondence, or activities of living members of the Rockefeller family, and/or documents the net wealth of any Rockefeller family members, is restricted. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","RAC users must abide by all applicable provisions of U.S. copyright law. Reproduction/duplication of archival items is routinely provided in accordance with ""fair use."" If the RAC does not hold copyright for an archival collection or items within a collection, it is the user's responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication.  "
93d574338ab54084b2475730a4c8ca92,Corporation for Public Broadcasting,1978,,,Subjects (series),,"Correspondence, memoranda, agendas, reports and research materials compiled by Friendly on a variety of topics relating to broadcasting, telecommunications, journalism and law. There are substantial files on the early design and implementation of community antenna television (CATV, or cable television) systems, especially in the New York City region, satellite broadcast technology, and the Foundation-funded operations of public television stations and organizations including National Educational Television (NET) and the Public Broadcast Laboratory. Reports and memos from the Office of Public Broadcasting and Office of Communications (box 19, folders 8-12) illuminate staff thinking during the period when Foundation support for public television was dramatically reduced. ",Ford Foundation records,"Office of Communications, Advisor on Communications, Office Files of Fred W. Friendly",FA616,1980,"Records more than 10 years old are open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC.   Completion of a use agreement is required prior to providing scholarly access. See RAC Head of Reference (or applicable designee) for details.   Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","Ford Foundation holds title, copyright and literary rights in the collection, in so far as it holds them. The Rockefeller Archive Center has authority to grant permission to cite and publish material from the collection for scholarly purposes. Permission to publish extensive excerpts, or material in its entirety, will be referred to the Ford Foundation. "
93d1b0ed8b454a898ae81a6017cf0380,"Agr - 2, 2b, 3, 4, 5",1974,,,Mexico (series),,"The bulk of this material covers The Rockefeller Foundation's famous program supporting agricultural research in Mexico. It includes correspondence, reports, bulletins and records of agreements. Besides maintaining its own experimental station, the Foundation granted fellowships to individuals and institutional aid through the University of Mexico, the International Corn and Wheat Institute, the Escuela Superior de Agricultura and the National Agricultural Research Institute. This material is filed under 323, 323 A, 323 D and 323 E and in many cases continues material with the same designation to be found under Record Group 1.1. During the 1950's and 1960's the Foundation also gave support to programs in creative writing (especially poetry), history, English teaching and Library development, mostly through the Colegio De Mexico.",Rockefeller Foundation records,"projects, SG 1.2, Series 300 Latin America - Series 833 Leb",FA387b,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary.   Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.",
93c30ea77ec2402e8e8e248dda2585f8,"Arel, Bulent",1963,,Electronic Music Composition  ,"Fellowships, scholarships, training awards (subseries)",,,Rockefeller Foundation records,"wships, fellowship files, SG 10.1",FA244,1979,Records more than 20 years old are open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC.  All users seeking access to the fellowship files must complete a usage agreement prior to being granted access to the collection. See RAC Head of Reference for details.,
93ab15ff721e4e8487098c997bb26bd2,"University of Minnesota - Bearman, Jacob E. - (Travel Grant, Nigeria, Demographics)",1964,,,United States (series),,,Rockefeller Foundation records,"projects, SG 1.2, Series 100 International - Series 253 Washing",FA387a,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary.   Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.",
936b11e831194a649637a598eed46286,University of Vienna - Hungarian Students,1965,,,Austria (series),,,Rockefeller Foundation records,"projects, SG 1.2, Series 300 Latin America - Series 833 Leb",FA387b,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary.   Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.",
936876abecef4b50a11ae9e233d6c713,Japan (January-February 1951) - Notebook,1960,,,Trips (subseries),,"Beginning with his family's trip to the western United States in 1920, Rockefeller kept accounts of each day's activities in travel logs and diaries. Of note in this subseries are Rockefeller's record of his college graduation world tour in 1929 (folders 728-731); his General Education Board field trips, 1940-1947 (folders 733-734); and the trips to Europe, the Far East, and Africa undertaken on behalf of the Rockefeller Foundation. The field trips undertaken with other GEB trustees involved a study of poverty, race relations, and education in the rural South, notably Georgia, Mississippi, and Arkansas. Also documented here are Rockefeller's annual mid-winter visits to Asia, which began in 1951. With his travels, Rockefeller intended to gain firsthand knowledge of a region's economic and social conditions. To that end, he traveled extensively in Asia, Europe, and Africa. His diaries and logs contain observations on the cultures, societies, and people of the various countries he visited.",John D. Rockefeller 3rd papers,,FA108,1978,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Material in the Rockefeller family collections that provides the names, correspondence, or activities of living members of the Rockefeller family, and/or documents the net wealth of any Rockefeller family members, is restricted from scholarly access. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.",
93356bbb743e48c2afd63d2c9b67590a,Harvard University - Legal Medicine,1957,,,United States - Medical Sciences (subseries),,"Most of the files in this section date from the 1930's and 40's. The Foundation's program in the medical sciences during this period was directed by Dr. Alan Gregg and was concentrated in psychiatry and neurology and related subjects - neuroanatomy, heredity, endocrinology, neuropathology, child guidance, industrial psychology and sex research. Emphasis was placed on worker training, selected research projects and measures to improve or extend the application of existing knowledge. The medical sciences program also devoted part of its resources to the development of university teaching departments of public health. The program was conceived to be complementary to the natural sciences program in human biology. Although it developed out of the old Division of Medical Education of the Foundation, the Medical Sciences division had no program in medical education in the United States, except for a small program of post-war medical fellowship grants to leading universities. | For information about the establishment of medical schools see the files of the General Education Board. Consult also the state inventories.",Rockefeller Foundation records,"projects, SG 1.1, Series 100 International - Series 257 Virgin Islands, U.S.A.",FA386a,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact a RAC archivist.",
931520f6d3074c84bb78b652bf200477,University of Ibadan - Psychiatry,1972,,,Nigeria (series),,,Rockefeller Foundation records,"projects, SG 1.3",FA388,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary.Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","RAC users must abide by all applicable provisions of United States copyright law.  Reproduction/duplication of archival items is routinely provided in accordance with ""fair use.""  If the RAC does not hold copyright for an archival collection, or items within a collection, it is the user’s responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication."
